session_id,turn_number,pool_depth,gt_rank,rr,rr@100,rr@200,rr@500,rr@1000,hit@1,hit@5,hit@10,hit@20,hit@50,hit@100,hit@200,hit@500,hit@1000,ndcg@1,ndcg@5,ndcg@10,ndcg@20,ndcg@50,ndcg@100,ndcg@200,ndcg@500,ndcg@1000,recall@1,recall@5,recall@10,recall@20,recall@50,recall@100,recall@200,recall@500,recall@1000
0681d55b-98a0-4773-a9df-075a8050d805,1,1000,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0681d55b-98a0-4773-a9df-075a8050d805,2,1000,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1,1,1,1,1,1,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0681d55b-98a0-4773-a9df-075a8050d805,3,1000,5.0,0.2,0.2,0.2,0.2,0.2,0,1,1,1,1,1,1,1,1,0.0,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.38685280723454163,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0681d55b-98a0-4773-a9df-075a8050d805,4,1000,4.0,0.25,0.25,0.25,0.25,0.25,0,1,1,1,1,1,1,1,1,0.0,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0681d55b-98a0-4773-a9df-075a8050d805,5,1000,4.0,0.25,0.25,0.25,0.25,0.25,0,1,1,1,1,1,1,1,1,0.0,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0681d55b-98a0-4773-a9df-075a8050d805,6,1000,13.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.26264953503719357,0.26264953503719357,0.26264953503719357,0.26264953503719357,0.26264953503719357,0.26264953503719357,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0681d55b-98a0-4773-a9df-075a8050d805,7,1000,2.0,0.5,0.5,0.5,0.5,0.5,0,1,1,1,1,1,1,1,1,0.0,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0681d55b-98a0-4773-a9df-075a8050d805,8,1000,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37097db6-54b8-491b-8512-1df70648548b,1,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37097db6-54b8-491b-8512-1df70648548b,2,1000,70.0,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0.014285714285714285,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.16260831227163416,0.16260831227163416,0.16260831227163416,0.16260831227163416,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
37097db6-54b8-491b-8512-1df70648548b,3,1000,37.0,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0.02702702702702703,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.1905514124267734,0.1905514124267734,0.1905514124267734,0.1905514124267734,0.1905514124267734,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
37097db6-54b8-491b-8512-1df70648548b,4,1000,106.0,0.009433962264150943,0.0,0.009433962264150943,0.009433962264150943,0.009433962264150943,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14833566670536175,0.14833566670536175,0.14833566670536175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
37097db6-54b8-491b-8512-1df70648548b,5,1000,28.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.03571428571428571,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.20584683246043448,0.20584683246043448,0.20584683246043448,0.20584683246043448,0.20584683246043448,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
37097db6-54b8-491b-8512-1df70648548b,6,1000,25.0,0.04,0.04,0.04,0.04,0.04,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.21274605355336318,0.21274605355336318,0.21274605355336318,0.21274605355336318,0.21274605355336318,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
37097db6-54b8-491b-8512-1df70648548b,7,1000,3.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,1,1,1,1,1,1,1,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37097db6-54b8-491b-8512-1df70648548b,8,1000,82.0,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0.012195121951219513,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.156861774859441,0.156861774859441,0.156861774859441,0.156861774859441,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
b4ffa800-8173-4f16-800a-4b5e765d7f80,1,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4ffa800-8173-4f16-800a-4b5e765d7f80,2,1000,9.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,1,1,1,1,1,1,1,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
b4ffa800-8173-4f16-800a-4b5e765d7f80,3,1000,47.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0.02127659574468085,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.17905223175104137,0.17905223175104137,0.17905223175104137,0.17905223175104137,0.17905223175104137,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
b4ffa800-8173-4f16-800a-4b5e765d7f80,4,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4ffa800-8173-4f16-800a-4b5e765d7f80,5,1000,782.0,0.0012787723785166241,0.0,0.0,0.0,0.0012787723785166241,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10402722145650962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
b4ffa800-8173-4f16-800a-4b5e765d7f80,6,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4ffa800-8173-4f16-800a-4b5e765d7f80,7,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b4ffa800-8173-4f16-800a-4b5e765d7f80,8,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2bbc0a7e-3ab0-4376-8135-182cd4ae075f,1,1000,119.0,0.008403361344537815,0.0,0.008403361344537815,0.008403361344537815,0.008403361344537815,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14478295061395813,0.14478295061395813,0.14478295061395813,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2bbc0a7e-3ab0-4376-8135-182cd4ae075f,2,1000,490.0,0.0020408163265306124,0.0,0.0,0.0020408163265306124,0.0020408163265306124,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11186208836303264,0.11186208836303264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2bbc0a7e-3ab0-4376-8135-182cd4ae075f,3,1000,283.0,0.0035335689045936395,0.0,0.0,0.0035335689045936395,0.0035335689045936395,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12270319377232126,0.12270319377232126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
2bbc0a7e-3ab0-4376-8135-182cd4ae075f,4,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2bbc0a7e-3ab0-4376-8135-182cd4ae075f,5,1000,141.0,0.0070921985815602835,0.0,0.0070921985815602835,0.0070921985815602835,0.0070921985815602835,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13986508659473787,0.13986508659473787,0.13986508659473787,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
2bbc0a7e-3ab0-4376-8135-182cd4ae075f,6,1000,903.0,0.0011074197120708748,0.0,0.0,0.0,0.0011074197120708748,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10183113809099653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2bbc0a7e-3ab0-4376-8135-182cd4ae075f,7,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2bbc0a7e-3ab0-4376-8135-182cd4ae075f,8,1000,156.0,0.00641025641025641,0.0,0.00641025641025641,0.00641025641025641,0.00641025641025641,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13708731878239783,0.13708731878239783,0.13708731878239783,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0,1,1000,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0,2,1000,44.0,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0.022727272727272728,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.18208790046993825,0.18208790046993825,0.18208790046993825,0.18208790046993825,0.18208790046993825,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0,3,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0,4,1000,103.0,0.009708737864077669,0.0,0.009708737864077669,0.009708737864077669,0.009708737864077669,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14924393652741208,0.14924393652741208,0.14924393652741208,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0,5,1000,160.0,0.00625,0.0,0.00625,0.00625,0.00625,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13640858525969024,0.13640858525969024,0.13640858525969024,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0,6,1000,423.0,0.002364066193853428,0.0,0.0,0.002364066193853428,0.002364066193853428,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11457482973245617,0.11457482973245617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0,7,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0,8,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d0afb6b-3705-493f-ab16-ca75ea311e1a,1,1000,16.0,0.0625,0.0625,0.0625,0.0625,0.0625,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.24465054211822604,0.24465054211822604,0.24465054211822604,0.24465054211822604,0.24465054211822604,0.24465054211822604,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4d0afb6b-3705-493f-ab16-ca75ea311e1a,2,1000,13.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.26264953503719357,0.26264953503719357,0.26264953503719357,0.26264953503719357,0.26264953503719357,0.26264953503719357,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
4d0afb6b-3705-493f-ab16-ca75ea311e1a,3,1000,9.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,1,1,1,1,1,1,1,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4d0afb6b-3705-493f-ab16-ca75ea311e1a,4,1000,24.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4d0afb6b-3705-493f-ab16-ca75ea311e1a,5,1000,25.0,0.04,0.04,0.04,0.04,0.04,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.21274605355336318,0.21274605355336318,0.21274605355336318,0.21274605355336318,0.21274605355336318,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4d0afb6b-3705-493f-ab16-ca75ea311e1a,6,1000,31.0,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0.03225806451612903,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
4d0afb6b-3705-493f-ab16-ca75ea311e1a,7,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4d0afb6b-3705-493f-ab16-ca75ea311e1a,8,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71b80ec3-6cca-48b4-b471-08efa00afa2d,1,1000,24.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.21533827903669653,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
71b80ec3-6cca-48b4-b471-08efa00afa2d,2,1000,19.0,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.23137821315975915,0.23137821315975915,0.23137821315975915,0.23137821315975915,0.23137821315975915,0.23137821315975915,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
71b80ec3-6cca-48b4-b471-08efa00afa2d,3,1000,9.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,1,1,1,1,1,1,1,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71b80ec3-6cca-48b4-b471-08efa00afa2d,4,1000,23.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.21810429198553155,0.21810429198553155,0.21810429198553155,0.21810429198553155,0.21810429198553155,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
71b80ec3-6cca-48b4-b471-08efa00afa2d,5,1000,4.0,0.25,0.25,0.25,0.25,0.25,0,1,1,1,1,1,1,1,1,0.0,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.43067655807339306,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71b80ec3-6cca-48b4-b471-08efa00afa2d,6,1000,17.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.058823529411764705,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.23981246656813146,0.23981246656813146,0.23981246656813146,0.23981246656813146,0.23981246656813146,0.23981246656813146,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
71b80ec3-6cca-48b4-b471-08efa00afa2d,7,1000,20.0,0.05,0.05,0.05,0.05,0.05,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.227670248696953,0.227670248696953,0.227670248696953,0.227670248696953,0.227670248696953,0.227670248696953,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
71b80ec3-6cca-48b4-b471-08efa00afa2d,8,1000,8.0,0.125,0.125,0.125,0.125,0.125,0,0,1,1,1,1,1,1,1,0.0,0.0,0.31546487678572877,0.31546487678572877,0.31546487678572877,0.31546487678572877,0.31546487678572877,0.31546487678572877,0.31546487678572877,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0b9d547f-e748-464a-90e2-2199149f915c,1,1000,23.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0,0,0,0,1,1,1,1,1,0.0,0.0,0.0,0.0,0.21810429198553155,0.21810429198553155,0.21810429198553155,0.21810429198553155,0.21810429198553155,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0b9d547f-e748-464a-90e2-2199149f915c,2,1000,60.0,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0.016666666666666666,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.1686130986895011,0.1686130986895011,0.1686130986895011,0.1686130986895011,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0b9d547f-e748-464a-90e2-2199149f915c,3,1000,92.0,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0.010869565217391304,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.15292486830283214,0.15292486830283214,0.15292486830283214,0.15292486830283214,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0b9d547f-e748-464a-90e2-2199149f915c,4,1000,102.0,0.00980392156862745,0.0,0.00980392156862745,0.00980392156862745,0.00980392156862745,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14955506186451523,0.14955506186451523,0.14955506186451523,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0b9d547f-e748-464a-90e2-2199149f915c,5,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0b9d547f-e748-464a-90e2-2199149f915c,6,1000,158.0,0.006329113924050633,0.0,0.006329113924050633,0.006329113924050633,0.006329113924050633,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.1367449754241439,0.1367449754241439,0.1367449754241439,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0b9d547f-e748-464a-90e2-2199149f915c,7,1000,200.0,0.005,0.0,0.005,0.005,0.005,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13070098600339122,0.13070098600339122,0.13070098600339122,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
0b9d547f-e748-464a-90e2-2199149f915c,8,1000,59.0,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.01694915254237288,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.16929380759878143,0.16929380759878143,0.16929380759878143,0.16929380759878143,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
88beb200-0334-4aba-be15-8e1303725766,1,1000,20.0,0.05,0.05,0.05,0.05,0.05,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.227670248696953,0.227670248696953,0.227670248696953,0.227670248696953,0.227670248696953,0.227670248696953,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
88beb200-0334-4aba-be15-8e1303725766,2,1000,14.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0,0,0,1,1,1,1,1,1,0.0,0.0,0.0,0.2559580248098155,0.2559580248098155,0.2559580248098155,0.2559580248098155,0.2559580248098155,0.2559580248098155,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
88beb200-0334-4aba-be15-8e1303725766,3,1000,9.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,1,1,1,1,1,1,1,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88beb200-0334-4aba-be15-8e1303725766,4,1000,9.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0,0,1,1,1,1,1,1,1,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
88beb200-0334-4aba-be15-8e1303725766,5,1000,167.0,0.005988023952095809,0.0,0.005988023952095809,0.005988023952095809,0.005988023952095809,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.13527557635966633,0.13527557635966633,0.13527557635966633,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
88beb200-0334-4aba-be15-8e1303725766,6,1000,522.0,0.0019157088122605363,0.0,0.0,0.0,0.0019157088122605363,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1107337901965447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
88beb200-0334-4aba-be15-8e1303725766,7,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88beb200-0334-4aba-be15-8e1303725766,8,1000,62.0,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0,0,0,0,0,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.16730017881017412,0.16730017881017412,0.16730017881017412,0.16730017881017412,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
a930da0d-07f1-46c6-909d-e4fd95ae1148,1,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a930da0d-07f1-46c6-909d-e4fd95ae1148,2,1000,941.0,0.0010626992561105207,0.0,0.0,0.0,0.0010626992561105207,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10121884443245048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a930da0d-07f1-46c6-909d-e4fd95ae1148,3,1000,106.0,0.009433962264150943,0.0,0.009433962264150943,0.009433962264150943,0.009433962264150943,0,0,0,0,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.14833566670536175,0.14833566670536175,0.14833566670536175,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
a930da0d-07f1-46c6-909d-e4fd95ae1148,4,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a930da0d-07f1-46c6-909d-e4fd95ae1148,5,1000,809.0,0.0012360939431396785,0.0,0.0,0.0,0.0012360939431396785,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10350061757582703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
a930da0d-07f1-46c6-909d-e4fd95ae1148,6,1000,413.0,0.002421307506053269,0.0,0.0,0.002421307506053269,0.002421307506053269,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11502864211895582,0.11502864211895582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
a930da0d-07f1-46c6-909d-e4fd95ae1148,7,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a930da0d-07f1-46c6-909d-e4fd95ae1148,8,1000,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
