sample_id,pack,class_type,variant,gt_track,gt_artist,final_rank,fused_rank,best_branch_rank,best_branch,n_branch_pools,union@20,union@50,union@100,union@200,union@1000,final@20,final@50,final@100,final@200,final@1000
0b9d547f-e748-464a-90e2-2199149f915c::t6,P0_roleless_stale_entity_failure,failure,current_config,Give It To Me Baby,Rick James,101,229,68,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,8,False,False,True,True,True,False,False,False,True,True
e66c6a88-88ba-4117-9114-363bfa96294a::t7,P0_roleless_stale_entity_failure,failure,current_config,Test Drive,John Powell,468,463,180,dense.clap_text.sonic_nl.audio_laion_clap,7,False,False,False,True,True,False,False,False,False,True
0858f444-c9af-4f08-a9fc-2a731a24182b::t5,P0_roleless_stale_entity_failure,failure,current_config,Armature,Emptyset,409,408,50,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,7,False,True,True,True,True,False,False,False,False,True
41367174-552b-4117-9caa-d0ba1b307d37::t2,P0_roleless_stale_entity_failure,failure,current_config,Mercy,Muse,,,334,centroid.anchor_tracks.audio_laion_clap,8,False,False,False,False,True,False,False,False,False,False
10a15ba2-4126-4ae4-ac6c-dc170735ae9e::t7,P0_roleless_stale_entity_failure,failure,current_config,I Can't Go to Sleep,Wu-Tang Clan,,,120,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,9,False,False,False,True,True,False,False,False,False,False
9b9b7c6b-b376-4d6b-8716-aa7cf0127322::t4,P0_roleless_stale_entity_failure,failure,current_config,The Carbon Stampede,Cattle Decapitation,219,270,76,centroid.anchor_tracks.cf_bpr,7,False,False,True,True,True,False,False,False,False,True
5f29a9df-ad38-4349-a2f0-c9a690ea072d::t2,P0_roleless_stale_entity_failure,failure,current_config,Shaft,Kashmere Stage Band,,,,,6,False,False,False,False,False,False,False,False,False,False
78cdaccb-0f9b-4876-80b1-c20bf0b444e6::t8,P0_roleless_stale_entity_failure,failure,current_config,In the Shadows,The Rasmus,,,835,centroid.anchor_tracks.audio_laion_clap,7,False,False,False,False,True,False,False,False,False,False
88af7ec3-c368-421b-9512-d0180da3d1f6::t2,P0_roleless_stale_entity_failure,failure,current_config,I Believe in a Thing Called Love,The Darkness,,,,,6,False,False,False,False,False,False,False,False,False,False
d9a65836-7165-45bf-aa3e-3ef7ba5d073a::t2,P0_roleless_stale_entity_failure,failure,current_config,Move Along,The All-American Rejects,246,474,103,centroid.anchor_tracks.audio_laion_clap,8,False,False,False,True,True,False,False,False,False,True
c7a965c3-cd7f-46f6-b166-9dce9a800e0a::t3,P0_novelty_prior_anchor_failure,failure,current_config,S&M,Rihanna,175,175,90,dense.clap_text.sonic_nl.audio_laion_clap,7,False,False,True,True,True,False,False,False,True,True
88beb200-0334-4aba-be15-8e1303725766::t6,P0_novelty_prior_anchor_failure,failure,current_config,Used To,"Lil Wayne, Drake",,,,,5,False,False,False,False,False,False,False,False,False,False
daeef24e-b041-4140-9101-882820c63408::t7,P0_novelty_prior_anchor_failure,failure,current_config,The Analog Kid,Rush,,,323,bm25,7,False,False,False,False,True,False,False,False,False,False
8dc4c630-8369-4720-b379-2a7dcd8d34aa::t7,P0_novelty_prior_anchor_failure,failure,current_config,Transcentience,Animals As Leaders,,,555,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,7,False,False,False,False,True,False,False,False,False,False
380a5ed5-3eb9-4201-8fa6-81381a583bf5::t3,P0_novelty_prior_anchor_failure,failure,current_config,God Hates a Coward,Tomahawk,,,,,7,False,False,False,False,False,False,False,False,False,False
5f085552-b56b-440e-830b-b4e40b58f854::t6,P0_novelty_prior_anchor_failure,failure,current_config,Redneck Yacht Club,Craig Morgan,20,32,55,dense.clap_text.sonic_nl.audio_laion_clap,8,False,False,True,True,True,True,True,True,True,True
d6e50fb5-a135-4008-80b6-d0be434369ac::t3,P0_novelty_prior_anchor_failure,failure,current_config,Volare (Nel Blu Di Pinto Di Blu) - 1998 - Remastered,Dean Martin,21,21,9,lookup.era_popularity,8,True,True,True,True,True,False,True,True,True,True
38d8ba41-a4ea-48ea-b460-bd93d164302a::t4,P0_novelty_prior_anchor_failure,failure,current_config,Woo Hah!! Got You All In Check,Busta Rhymes,60,61,18,centroid.anchor_tracks.audio_laion_clap,8,True,True,True,True,True,False,False,True,True,True
8bcb7d16-9be0-40cc-9a9d-28b654997b8d::t6,P0_novelty_prior_anchor_failure,failure,current_config,Exit Theme (feat. Astronautalis & Lotte Kestner),"Astronautalis, Sadistik, Lotte Kestner",1,2,1,centroid.anchor_tracks.audio_laion_clap,8,True,True,True,True,True,True,True,True,True,True
cdd374ea-1ad9-4440-8c2d-4c76c5fb3f78::t3,P0_novelty_prior_anchor_failure,failure,current_config,Gib ihn einfach (Dies das 2),Ghanaian Stallion,874,874,101,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,7,False,False,False,True,True,False,False,False,False,True
a930da0d-07f1-46c6-909d-e4fd95ae1148::t6,P0_new_artist_union20_gap_failure,failure,current_config,Without You,Christina Aguilera,,,243,centroid.anchor_tracks.audio_laion_clap,7,False,False,False,False,True,False,False,False,False,False
5ee0dbbc-c1d1-4bed-ba09-7dafeec198bc::t8,P0_new_artist_union20_gap_failure,failure,current_config,You Reposted in the Wrong Neighborhood I Glue70 Mashup,Shokk,307,307,55,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,5,False,False,True,True,True,False,False,False,False,True
4e2482dc-a76c-4f4b-9d3f-7becec2f8a3a::t4,P0_new_artist_union20_gap_failure,failure,current_config,Goodbye Pork Pie Hat,Charles Mingus,545,538,176,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,7,False,False,False,True,True,False,False,False,False,True
5861afef-85c0-4163-b8b9-5a11e308f352::t4,P0_new_artist_union20_gap_failure,failure,current_config,Carmesí,Vicente Garcia,256,294,65,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,7,False,False,True,True,True,False,False,False,False,True
15b1caf3-d1ed-46ef-a8e3-c9f7657e6b77::t6,P0_new_artist_union20_gap_failure,failure,current_config,Hong Kong 2046,Hong Kong Express,,,705,centroid.anchor_tracks.audio_laion_clap,7,False,False,False,False,True,False,False,False,False,False
907921a3-d08f-4ba1-8cce-0e760a9e7044::t7,P0_new_artist_union20_gap_failure,failure,current_config,Sunrise - Slow Hands Remix,Kasper Bjørke,956,,281,centroid.anchor_tracks.cf_bpr,8,False,False,False,False,True,False,False,False,False,True
ab5eac17-909e-4271-8cf9-40c06b27ee56::t2,P0_new_artist_union20_gap_failure,failure,current_config,Sparks,Hilary Duff,580,935,177,dense.clap_text.sonic_nl.audio_laion_clap,5,False,False,False,True,True,False,False,False,False,True
324ddfb5-8a18-4729-9acb-c851907a297c::t3,P0_new_artist_union20_gap_failure,failure,current_config,Acknowledge,Masta Ace,539,708,333,dense.clap_text.sonic_nl.audio_laion_clap,8,False,False,False,False,True,False,False,False,False,True
b466a64b-b3cc-4c62-8a70-8261434f915f::t2,P0_new_artist_union20_gap_failure,failure,current_config,Two To Make It Right,Seduction,409,688,183,centroid.anchor_tracks.audio_laion_clap,8,False,False,False,True,True,False,False,False,False,True
ba68a3cc-5278-4680-917a-4ca66d33ef31::t5,P0_new_artist_union20_gap_failure,failure,current_config,Buttons,The Pussycat Dolls,221,293,79,centroid.anchor_tracks.image_siglip2,8,False,False,True,True,True,False,False,False,False,True
d5fcb591-3744-4ebb-9d1a-5c57c314b7d0::t5,P1_temporal_constraint_failure,failure,current_config,Love Train,The O'Jays,445,599,321,centroid.anchor_tracks.audio_laion_clap,8,False,False,False,False,True,False,False,False,False,True
f2d85aa5-2086-4b1e-9974-d188c43621db::t8,P1_temporal_constraint_failure,failure,current_config,Leraine,Kettel,24,54,53,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,8,False,False,True,True,True,False,True,True,True,True
67b9ba8a-382f-4b70-af76-576848d8cf67::t8,P1_temporal_constraint_failure,failure,current_config,Gangsta Gangsta,N.W.A.,,,382,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,9,False,False,False,False,True,False,False,False,False,False
9468e467-d396-461b-be29-b30b6cf87c35::t5,P1_temporal_constraint_failure,failure,current_config,Midnight,A Tribe Called Quest,,,180,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,8,False,False,False,True,True,False,False,False,False,False
e978bb5b-26af-4c7d-b720-b9210bdddf25::t8,P1_temporal_constraint_failure,failure,current_config,Dear Yvette,"Jane Doe, Masta Ace",,,672,dense.clap_text.sonic_nl.audio_laion_clap,6,False,False,False,False,True,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t3,P1_temporal_constraint_failure,failure,current_config,Conquest of Paradise,Vangelis,,,524,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,8,False,False,False,False,True,False,False,False,False,False
a33a5df0-2c2b-429c-84e6-cde28affd4d5::t6,P1_temporal_constraint_failure,failure,current_config,Thriller,Fall Out Boy,,,,,10,False,False,False,False,False,False,False,False,False,False
3676005d-5b7c-4c48-9b73-3e10dd509c07::t1,P1_temporal_constraint_failure,failure,current_config,Breath and Life,Audiomachine,224,120,27,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,5,False,True,True,True,True,False,False,False,False,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t4,P1_temporal_constraint_failure,failure,current_config,I Juswanna Chill,Large Professor,604,312,253,centroid.anchor_tracks.cf_bpr,8,False,False,False,False,True,False,False,False,False,True
71bb177a-dab1-4bbc-8508-22d809b05c31::t6,P1_temporal_constraint_failure,failure,current_config,Constant Craving - Remastered,k.d. lang,985,612,146,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,9,False,False,False,True,True,False,False,False,False,True
4d0afb6b-3705-493f-ab16-ca75ea311e1a::t7,P1_rejection_guardrail_failure,failure,current_config,Pilot,"Benjamin Wallfisch, Hans Zimmer",40,4,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,7,True,True,True,True,True,False,True,True,True,True
1e14a07f-7369-4d24-9285-9343b6b18353::t8,P1_rejection_guardrail_failure,failure,current_config,Nordlys,Myrkur,9,9,14,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,7,True,True,True,True,True,True,True,True,True,True
d265b5a9-af57-4070-90f5-692a960c5aaa::t6,P1_rejection_guardrail_failure,failure,current_config,Get Lucky (feat. Pharrell Williams &amp; Nile Rodgers) - Radio Edit,"Nile Rodgers, Pharrell Williams, Daft Punk",,,6,centroid.anchor_tracks.cf_bpr,8,True,True,True,True,True,False,False,False,False,False
b2582e52-6d13-40b4-8552-2d8b63fa6c75::t8,P1_rejection_guardrail_failure,failure,current_config,Soil,System Of A Down,,,24,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,7,False,True,True,True,True,False,False,False,False,False
d265b5a9-af57-4070-90f5-692a960c5aaa::t8,P1_rejection_guardrail_failure,failure,current_config,Motherboard,Daft Punk,,,,,5,False,False,False,False,False,False,False,False,False,False
3a4224d3-1e5b-4bb9-a424-886d5c45d5d3::t8,P1_rejection_guardrail_failure,failure,current_config,Brain Relaxation Sky,Sample Rain Library,20,16,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,8,True,True,True,True,True,True,True,True,True,True
963b3ee7-17d1-4bb3-8a3f-0bc528a1f096::t5,P1_rejection_guardrail_failure,failure,current_config,Go Go Gadget Flow,Lupe Fiasco,,,923,dense.qwen_0_6b.lyric.lyrics_qwen3_embedding_0_6b,5,False,False,False,False,True,False,False,False,False,False
08bea603-846a-428b-aa27-de4dfede7ba9::t8,P1_rejection_guardrail_failure,failure,current_config,Silhouette,Julia Holter,,,,,4,False,False,False,False,False,False,False,False,False,False
0fc60312-9a9d-4658-a950-06fc2441a2ac::t8,P1_rejection_guardrail_failure,failure,current_config,Music Will Untune the Sky,Have A Nice Life,,,807,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,4,False,False,False,False,True,False,False,False,False,False
3ebc2b49-0f5c-4161-bbcf-e1615821103f::t2,P1_rejection_guardrail_failure,failure,current_config,The Animus 2.0,Jesper Kyd,14,14,7,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,7,True,True,True,True,True,True,True,True,True,True
37097db6-54b8-491b-8512-1df70648548b::t2,P0_named_artist_ranker_failure,failure,current_config,White Ferrari,Frank Ocean,10,10,1,centroid.anchor_tracks.image_siglip2,8,True,True,True,True,True,True,True,True,True,True
f4115525-7e44-40df-8957-e38df99f214d::t4,P0_named_artist_ranker_failure,failure,current_config,Young And Beautiful,Lana Del Rey,23,23,1,lookup.resolved_artist_discography,8,True,True,True,True,True,False,True,True,True,True
eee89ca2-fc86-4a9a-b4c5-2d77cb3346c8::t7,P0_named_artist_ranker_failure,failure,current_config,Change (In the House of Flies) - In The House Of Flies LP Version,Deftones,10,10,3,centroid.anchor_tracks.cf_bpr,7,True,True,True,True,True,True,True,True,True,True
44c3948c-bc44-4e40-ae77-82c2fec9c944::t7,P0_named_artist_ranker_failure,failure,current_config,Me Dediqué a Perderte,"Alejandro Fernandez, Alejandro Fernández",,,1,centroid.anchor_tracks.cf_bpr,7,True,True,True,True,True,False,False,False,False,False
899f906b-9b0b-42a6-9689-643eb9f1ed31::t8,P0_named_artist_ranker_failure,failure,current_config,Crawling,Linkin Park,,,54,centroid.anchor_tracks.cf_bpr,8,False,False,True,True,True,False,False,False,False,False
93199894-d3db-4335-8278-e1be175944e4::t6,P0_named_artist_ranker_failure,failure,current_config,Smells Like Teen Spirit,Nirvana,293,293,122,bm25,7,False,False,False,True,True,False,False,False,False,True
7d2bb60e-1046-4956-91d0-cf1dd73037cc::t3,P0_named_artist_ranker_failure,failure,current_config,Hung Up,Madonna,39,46,1,lookup.resolved_artist_discography,8,True,True,True,True,True,False,True,True,True,True
1b406c88-9dfd-42cd-a1f5-9683f35f849b::t1,P0_named_artist_ranker_failure,failure,current_config,93 'Til Infinity,Souls Of Mischief,2,1,1,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,8,True,True,True,True,True,True,True,True,True,True
7be411cd-f002-459e-8326-3ebe8be10b42::t6,P0_named_artist_ranker_failure,failure,current_config,Army Dreamers,Kate Bush,,,,,5,False,False,False,False,False,False,False,False,False,False
fc78453a-8798-4402-a01a-e9c557f08a03::t2,P0_named_artist_ranker_failure,failure,current_config,En el 2000,Natalia Lafourcade,15,15,1,bm25,7,True,True,True,True,True,True,True,True,True,True
84803908-48e7-41b7-9269-a465a44f4c10::t2,P0_same_album_ranker_failure,failure,current_config,Runaway,"Pusha T, Kanye West",3,2,1,centroid.anchor_tracks.image_siglip2,7,True,True,True,True,True,True,True,True,True,True
6d825b33-dc20-4b3c-a277-0c8214163007::t6,P0_same_album_ranker_failure,failure,current_config,Super Rich Kids,"Frank Ocean, Earl Sweatshirt",,,25,centroid.anchor_tracks.image_siglip2,8,False,True,True,True,True,False,False,False,False,False
942c0b23-c5ad-4270-b23f-3ba456ea0ccf::t5,P0_same_album_ranker_failure,failure,current_config,Alive,Pearl Jam,2,2,6,centroid.anchor_tracks.cf_bpr,8,True,True,True,True,True,True,True,True,True,True
19c7e5bf-0797-40c5-b798-4d024af9558d::t4,P0_same_album_ranker_failure,failure,current_config,Satisfied,"Original Broadway Cast of Hamilton, Renée Elise Goldsberry",26,26,2,centroid.anchor_tracks.image_siglip2,7,True,True,True,True,True,False,True,True,True,True
71b80ec3-6cca-48b4-b471-08efa00afa2d::t4,P0_same_album_ranker_failure,failure,current_config,That Would Be Enough,"Lin-Manuel Miranda, Phillipa Soo",21,21,1,centroid.anchor_tracks.image_siglip2,7,True,True,True,True,True,False,True,True,True,True
692611f0-d9ef-406c-8327-902575197aee::t8,P0_same_album_ranker_failure,failure,current_config,YAH.,Kendrick Lamar,20,20,18,centroid.anchor_tracks.image_siglip2,7,True,True,True,True,True,True,True,True,True,True
8071d14d-7e0f-4f72-90a6-0941db80a371::t5,P0_same_album_ranker_failure,failure,current_config,Stay Down,Brent Faiyaz,1,1,1,centroid.anchor_tracks.image_siglip2,7,True,True,True,True,True,True,True,True,True,True
c863175a-bbaf-4f6c-aef7-cb16f2792cb5::t6,P0_same_album_ranker_failure,failure,current_config,Cinderella (feat. Ty Dolla $ign),Mac Miller,4,4,2,centroid.anchor_tracks.image_siglip2,8,True,True,True,True,True,True,True,True,True,True
c96d7bb9-65d4-44be-9bc2-891e8e485f4e::t7,P0_same_album_ranker_failure,failure,current_config,Sentimento Louco - Ao Vivo,Marília Mendonça,110,5,7,centroid.anchor_tracks.image_siglip2,8,True,True,True,True,True,False,False,False,True,True
e6ba98e1-9bee-4cc9-a6b7-0a8dcd767a1f::t7,P0_same_album_ranker_failure,failure,current_config,Boom,P.O.D.,16,16,3,centroid.anchor_tracks.image_siglip2,9,True,True,True,True,True,True,True,True,True,True
ad5348a7-d3bc-4882-bfca-54aa655eac96::t5,P1_positive_tag_retrieval_gap_failure,failure,current_config,Glitter,"Tyler, The Creator",,,559,centroid.anchor_tracks.audio_laion_clap,6,False,False,False,False,True,False,False,False,False,False
2bbc0a7e-3ab0-4376-8135-182cd4ae075f::t1,P1_positive_tag_retrieval_gap_failure,failure,current_config,Las Almas Del Silencio,Ricky Martin,813,,523,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,5,False,False,False,False,True,False,False,False,False,True
464477e4-f186-47fb-8cb0-55691c8b8f57::t6,P1_positive_tag_retrieval_gap_failure,failure,current_config,Where Eagles Dare,"Glenn Danzig, Misfits",205,97,30,centroid.anchor_tracks.image_siglip2,8,False,True,True,True,True,False,False,False,False,True
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t5,P1_positive_tag_retrieval_gap_failure,failure,current_config,You Know What I Mean,Cults,,,,,8,False,False,False,False,False,False,False,False,False,False
a2cface7-c4fc-4eb5-80b2-e0c516093732::t3,P1_positive_tag_retrieval_gap_failure,failure,current_config,The City Is At War,Cobra Starship,13,25,11,centroid.anchor_tracks.cf_bpr,7,True,True,True,True,True,True,True,True,True,True
dd686049-59ba-439b-8c51-949a0876e1b3::t1,P1_positive_tag_retrieval_gap_failure,failure,current_config,Vengeance (The Return of the Night Driving Avenger) [Bonus Track],Perturbator,191,208,57,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,4,False,False,True,True,True,False,False,False,True,True
a8df96e2-c196-462c-9484-72aa093aedf4::t1,P1_positive_tag_retrieval_gap_failure,failure,current_config,Do Everything,Steven Curtis Chapman,88,120,104,dense.clap_text.sonic_nl.audio_laion_clap,5,False,False,False,True,True,False,False,True,True,True
5a0dfe9d-ec8a-4449-97df-35535cbf162f::t1,P1_positive_tag_retrieval_gap_failure,failure,current_config,A New World,Harry Gregson-Williams,286,280,60,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,4,False,False,True,True,True,False,False,False,False,True
1c567917-f931-4609-9695-a9c0f8e39f3d::t2,P1_positive_tag_retrieval_gap_failure,failure,current_config,Arregaçada / U Can't Touch This,Banda Uó,,,,,7,False,False,False,False,False,False,False,False,False,False
54cda581-3b2e-4245-a479-1a27589760d2::t3,P1_positive_tag_retrieval_gap_failure,failure,current_config,Deliberation - Studio,Katatonia,,,991,bm25,8,False,False,False,False,True,False,False,False,False,False
13066d2c-2d5e-4162-b3dc-354ecef3aff5::t3,P0_good_state_ranker_near_miss_failure,failure,current_config,Yellow,Coldplay,28,70,1,lookup.era_popularity,7,True,True,True,True,True,False,True,True,True,True
a62ed6fc-e634-4d57-afab-36d9ffc0fcc1::t1,P0_good_state_ranker_near_miss_failure,failure,current_config,Iris,The Goo Goo Dolls,8,26,2,lookup.era_popularity,5,True,True,True,True,True,True,True,True,True,True
be88097f-b6b0-4fb4-bed9-857a92a733c0::t3,P0_good_state_ranker_near_miss_failure,failure,current_config,Dreams - 2004 Remaster,Fleetwood Mac,85,127,1,lookup.era_popularity,8,True,True,True,True,True,False,False,True,True,True
2eb984dc-9c71-449a-a335-caaa113d2c2b::t3,P0_good_state_ranker_near_miss_failure,failure,current_config,Tennessee Whiskey,Chris Stapleton,11,10,2,centroid.anchor_tracks.image_siglip2,8,True,True,True,True,True,True,True,True,True,True
43a0926b-882e-403d-8cf7-2b0a598e0cc5::t2,P0_good_state_ranker_near_miss_failure,failure,current_config,Devil In A New Dress,"Rick Ross, Kanye West",5,3,1,centroid.anchor_tracks.cf_bpr,7,True,True,True,True,True,True,True,True,True,True
401c369d-1eba-41b2-8eca-d93a6faeeddc::t3,P0_good_state_ranker_near_miss_failure,failure,current_config,Walk,Pantera,74,100,74,centroid.anchor_tracks.cf_bpr,8,False,False,True,True,True,False,False,True,True,True
2db3ddc8-78a1-412c-a71e-e0d748aab0e7::t2,P0_good_state_ranker_near_miss_failure,failure,current_config,Old Time Rock & Roll,Bob Seger,1,1,7,dense.qwen_8b.metadata.metadata_qwen3_embedding_8b,9,True,True,True,True,True,True,True,True,True,True
b4ffa800-8173-4f16-800a-4b5e765d7f80::t4,P0_good_state_ranker_near_miss_failure,failure,current_config,And I Love Her - Remastered,The Beatles,,,1,centroid.anchor_tracks.image_siglip2,7,True,True,True,True,True,False,False,False,False,False
66ff896f-fcbc-4c42-9d69-b0b5b5ae5a56::t3,P0_good_state_ranker_near_miss_failure,failure,current_config,Hungry Heart,Bruce Springsteen,1,2,4,centroid.anchor_tracks.cf_bpr,8,True,True,True,True,True,True,True,True,True,True
c4c0c288-dbcd-4970-ad52-901aafe91b88::t1,P0_good_state_ranker_near_miss_failure,failure,current_config,Electric Relaxation,A Tribe Called Quest,56,31,1,centroid.anchor_tracks.cf_bpr,8,True,True,True,True,True,False,False,True,True,True
0681d55b-98a0-4773-a9df-075a8050d805::t1,POS_exact_entity_success_control,positive_control,current_config,Numb,Linkin Park,1,1,1,bm25,8,True,True,True,True,True,True,True,True,True,True
8bee6f03-8cae-44ae-9325-455dc1138549::t1,POS_exact_entity_success_control,positive_control,current_config,Africa,"TOTO, Toto",1,1,1,bm25,7,True,True,True,True,True,True,True,True,True,True
d62387d0-3743-4ddc-bc92-8204c951ccee::t1,POS_exact_entity_success_control,positive_control,current_config,In the End,Linkin Park,1,1,1,bm25,7,True,True,True,True,True,True,True,True,True,True
bd2aa024-68e7-43c2-aa87-afce9b4d7cf1::t2,POS_exact_entity_success_control,positive_control,current_config,Shut Up and Dance,WALK THE MOON,5,5,1,bm25,8,True,True,True,True,True,True,True,True,True,True
028027d3-ad67-4cfb-baca-516772ae7399::t1,POS_exact_entity_success_control,positive_control,current_config,Toxic,Britney Spears,1,1,1,bm25,9,True,True,True,True,True,True,True,True,True,True
fada63d6-1275-47a1-b3ab-30eae222fd72::t1,POS_exact_entity_success_control,positive_control,current_config,Toxic,Britney Spears,1,1,1,bm25,7,True,True,True,True,True,True,True,True,True,True
7c3154c5-d1c2-4f07-9b8d-96d187334f1b::t1,POS_exact_entity_success_control,positive_control,current_config,Way Down We Go,"Kaleo, KALEO",1,1,1,bm25,7,True,True,True,True,True,True,True,True,True,True
ba3da7b0-1e81-4d2a-90fa-65ee1f4d7348::t1,POS_exact_entity_success_control,positive_control,current_config,Heart-Shaped Box,Nirvana,1,2,1,bm25,10,True,True,True,True,True,True,True,True,True,True
3664db63-1623-4ae7-9910-dd8bc3c2bd83::t1,POS_exact_entity_success_control,positive_control,current_config,No Scrubs,TLC,1,1,1,bm25,7,True,True,True,True,True,True,True,True,True,True
7b550636-72fe-490e-ad38-a1912d08449f::t1,POS_exact_entity_success_control,positive_control,current_config,Believe,Cher,1,1,1,bm25,7,True,True,True,True,True,True,True,True,True,True
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t8,POS_clean_final_hit_control,positive_control,current_config,Feel Good Inc,Gorillaz,2,2,1,lookup.resolved_artist_discography,8,True,True,True,True,True,True,True,True,True,True
4a02d862-623b-4fab-a42c-2905f31a96db::t1,POS_clean_final_hit_control,positive_control,current_config,Dreams - 2004 Remaster,Fleetwood Mac,3,3,1,lookup.era_popularity,8,True,True,True,True,True,True,True,True,True,True
5b44bff3-76ed-495e-9dc1-0f075e3d178b::t1,POS_clean_final_hit_control,positive_control,current_config,Dreams - 2004 Remaster,Fleetwood Mac,20,33,1,lookup.era_popularity,5,True,True,True,True,True,True,True,True,True,True
a61b366c-8cf5-48ad-a13f-181c033b9d89::t2,POS_clean_final_hit_control,positive_control,current_config,Pumped Up Kicks,Foster The People,117,137,117,dense.qwen_8b.attributes.attributes_qwen3_embedding_8b,7,False,False,False,True,True,False,False,False,True,True
55388720-92b7-4972-9bb2-beb37c33c86b::t1,POS_clean_final_hit_control,positive_control,current_config,Ivy,Frank Ocean,5,6,1,bm25,9,True,True,True,True,True,True,True,True,True,True
13552d56-f3d8-443a-9272-11ec16c80fa1::t1,POS_clean_final_hit_control,positive_control,current_config,Congratulations,"Quavo, Post Malone",,,,,3,False,False,False,False,False,False,False,False,False,False
737a65cf-9c45-4b1d-910d-2f1f1ef5eab7::t3,POS_clean_final_hit_control,positive_control,current_config,DARE,Gorillaz,14,14,3,lookup.resolved_artist_discography,8,True,True,True,True,True,True,True,True,True,True
93199894-d3db-4335-8278-e1be175944e4::t1,POS_clean_final_hit_control,positive_control,current_config,Even Flow,Pearl Jam,1,1,1,bm25,7,True,True,True,True,True,True,True,True,True,True
a9b423bf-d05c-418d-98af-2a3b1e1d7917::t1,POS_clean_final_hit_control,positive_control,current_config,It Was A Good Day,Ice Cube,2,2,1,lookup.resolved_artist_discography,10,True,True,True,True,True,True,True,True,True,True
5080d5a0-336e-4bd1-b5bc-4cc611983429::t1,POS_clean_final_hit_control,positive_control,current_config,Rock with You - Single Version,Michael Jackson,1,1,1,bm25,8,True,True,True,True,True,True,True,True,True,True
